x1,x2,x3,x4,omega1,h
2.36613,10.1717,0.0468409,4.06456,3,212.56
0.607301,6.56279,3.9008,0.929107,5,261.253
6.08656,6.75603e-08,1.75116e-08,9.85573,3,202.87
9.24571e-08,6.66776,0.343329,11.3054,3,221.526
3.00635e-08,1.31219e-07,2.79757,12.5398,7,430.656
2.19808,2.71902e-08,3.92077,5.88115,3,174.402
0.25416,7.42416,0.479956,9.635,5,309.331
3.39411e-08,2.92627,4.50737,4.56636,3,174.809
0.261832,7.82545,3.91272,8.5439e-08,7,352.825
1.23824e-07,7.35312,0.661325,9.65783,5,308.388
2.5626,6.10989,1.63247,4.24754,5,280.965
3.80703,8.07903,1.58603,1.71262e-08,7,365.346
8.91607e-07,5.89991,1.18287e-07,13.1168,3,227.601
9.7119e-07,10.847,1.19284e-08,7.34519,7,406.153
3.89866,2.87267e-08,0.371329,12.512,3,215.599
4.08787,2.62594,0.975936,7.52079,5,285.863
8.31818e-09,8.18301,2.77023,3.06587,5,278.987
1.87177,1.77694,3.8298,4.59448,3,174.434
7.36876,6.61606,4.92385e-08,2.6087e-07,5,282.894
4.82417,1.485e-08,0.810037,9.79962,3,199.812
9.87897,7.24935e-08,1.61398e-08,3.53505,3,200
2.37551,9.96477,1.31948,0.896642,5,285.969
4.42427,0.644176,1.30292e-08,11.8747,5,312.468
6.64914,1.63657e-08,2.10289,3.3104,7,357.409
5.0518,4.18364e-08,3.48478e-06,11.5803,5,309.534
2.00833e-07,11.8847,1.69813e-08,6.13456,3,225
2.77212e-08,10.0556,1.0705e-08,8.26852,3,225
1.56505e-08,10.5951,1.85345,2.69654,7,380.905
3.86695,2.43511e-08,6.76119e-09,13.5551,5,326.996
5.97353e-08,1.95257,1.27442,14.3235,5,336.163
1.11563,12.6737,2.39312e-07,3.35458,7,399.422
4.78449,6.41943,9.16705e-08,4.53652,5,291.078
4.89512,8.94392,1.13276e-08,1.40689,7,380.524
4.60879,2.00345,2.54096e-08,9.98132,3,206.561
7.25229e-08,10.1946,2.09106e-08,8.10625,5,315
5.22333e-08,4.21284e-08,3.69492,10.1469,3,196.41
3.90303,4.33944,2.80484,0.952681,5,262.438
5.09818,2.5393,5.5099e-09,8.54052,5,293.881
8.23059,2.88628e-07,1.50776,2.26164,7,353.293
5.13862,6.40841e-08,1.13319e-07,11.4356,5,308.752
7.43496,6.52148,1.22847e-08,5.3468e-08,7,368.695
5.83491,1.09396e-07,1.26579e-08,10.2752,5,302.486
5.1036,9.852,3.86201e-08,1.61637e-08,3,203.689
4.87284,5.74836,2.24771e-08,5.17219,7,382.015
1.95855,2.47234,8.37627e-08,13.8514,3,226.622
8.26223,3.14767,6.74608e-09,2.55733,5,280.869
1.27516,5.81914,3.42457e-08,11.0857,5,316.058
4.01348,11.4093,2.47455e-08,3.87893e-08,3,206.96
0.343754,13.1125,2.35762e-08,4.12914,3,223.281
1.97521e-08,11.1425,0.41289,5.89936,7,400.077
10.2714,2.46938,5.31946e-09,2.28608e-08,7,360.864
4.3727,9.74758,2.66873e-08,1.33998,7,383.136
3.64112,6.87568e-08,1.58614,9.70176,5,295.266
5.16688e-08,13.8517,0.784923,1.74651,3,214.796
2.69631,2.47566,0.198389,12.0888,5,316.717
2.97829,8.77314e-08,2.72448e-08,15.0362,5,340.326
2.5585,6.91161,0.375092,6.67204,5,297.486
9.70832,3.27382,1.47569e-08,1.62474e-08,5,280.146
2.70348e-07,12.4135,3.04714e-08,5.51756,3,225
4.08406,2.10451,6.63464e-09,10.738,5,307.448
0.549293,4.60274,1.05753,10.8946,7,416.41
4.78658,0.793456,0.842088,8.85109,5,292.845
1.78251,4.81888,2.46698e-08,11.4071,3,217.486
3.65332,1.08095e-06,0.588137,12.3428,5,316.673
9.83599e-08,1.72205,4.3248,6.45814,5,272.496
0.097151,6.37256,4.12388,1.40641,7,352.31
5.20591,1.01319,1.95135e-08,10.1414,5,302.068
4.37253,2.58931,4.31689e-09,9.6916,5,301.366
4.12231,4.66974,9.26136e-09,7.68145,7,393.636
1.43382,10.6851,3.27491e-08,5.14439,5,307.831
8.50559,1.0523e-07,0.933969,3.33344,5,273.369
4.93501,1.67077,8.85229e-08,9.82575,3,205.589
4.14329,8.97746e-08,1.52135,9.03759,3,193.847
1.13947e-08,8.83289,3.63561,2.56844e-08,5,267.737
5.53664,7.89597e-08,2.58534,3.87801,5,262.134
0.957333,10.548,1.96815,0.850035,7,374.627
7.84366,1.03873,2.73261e-08,5.71538,5,282.587
0.660599,7.08405,3.82736,0.427996,3,177.565
3.41592e-08,5.39637,1.36891e-08,13.7042,7,441.036
1.99463e-07,8,4,2.85872e-07,7,353
0.918284,5.95526,0.651471,9.78446,5,306.789
1.73589e-07,4.12693,1.43966,11.3461,7,420.618
9.73144,1.5604,0.119355,1.64218,5,279.12
2.3571,0.717962,3.78536,5.13957,5,265.127
2.09182,11.3771,2.99374e-08,3.24034,3,214.541
0.421606,2.25821,4.40554,4.91465,3,174.687
1.1732e-08,8.28436,9.17879e-09,10.3349,3,225
1.19358,6.95028,1.29822e-07,9.90204,7,412.169
2.46006e-08,5.71927,0.247408,12.6678,5,325.984
1.54398e-07,0.402665,4.29255,8.08343,5,282.245
7.50457,3.57719e-08,0.10603,7.20964,3,199.736
0.625672,5.80144,7.22178e-08,12.1889,5,323.309
8.88478e-08,6.66427e-08,4.8,7.2,7,384.6
3.85288e-08,7.84294,1.51223,6.8173,7,391.21
8.97337e-08,7.90068,0.182802,10.2951,5,314.54
2.60446,13.4222,2.43006e-07,2.94957e-08,3,211.978
0.788198,14.5269,2.75913e-08,1.73824,5,311.059
1.68356,3.76058,3.75052,2.80534,3,175.095
6.70055,1.61636e-08,4.89289e-08,8.83242,5,294.695
1.17061,12.0631,1.80333e-08,3.97534,7,399.147
1.95741,10.8316,0.612208,2.46829,3,207.254
0.28608,13.2566,0.677938,2.24934,3,214.756
4.63466e-08,8,4,8.46325e-08,5,263
2.36867e-08,7.73684,0.171129,10.5173,7,417.328
5.52812,9.23836,9.52429e-09,0.00838167,7,377.359
5.49396e-08,2.66072,1.31643,13.3853,7,438.115
10.0274,0.967597,0.692288,0.312734,7,355.415
3.43766,7.38321e-08,5.50554e-08,14.2706,7,443.435
4.95048,5.22168,1.46068,1.7621,5,274.081
5.63656,0.139298,7.11122e-09,10.4432,3,205.435
6.21674e-08,6.57038,7.27736e-09,12.3346,3,226.43
6.60641,3.99656,4.80104e-09,4.32667,3,200.697
0.934613,4.74197,3.11941e-08,12.91,5,326.267
7.37258,6.61061,2.02984e-08,1.03128e-07,3,200.314
6.96955e-08,7.89997,4.01,0.0900312,5,262.87
2.51547,4.2955,1.54698e-08,10.7961,5,311.557
6.07765e-08,8.69739,0.725111,7.91941,3,215.574
8.66967,3.5221,8.35524e-09,1.44143,5,280.665
3.60394,5.9894,7.90652e-08,7.0058,5,297.387
5.20878,7.41031,8.34942e-08,2.67334,5,289.374
0.775567,0.0793172,3.19273,10.1009,5,299.14
3.11559e-08,8.66647,0.450788,8.68701,5,310.022
1.2832e-07,7.96545,2.83546e-08,10.707,5,317.207
1.56676,5.90997,3.28323e-07,10.4938,5,312.306
7.09826,1.86403e-08,1.9607,2.94104,5,265.726
3.32252e-08,1.40599,3.23756,9.7262,5,296.476
2.75957,8.38221,9.38712e-09,5.62146,7,392.06
2.44647e-08,7.9917,1.97119,5.41986,5,289.412
2.16815,0.0143344,0.864497,9.59865,7,442.451
1.03049e-07,10.6555,2.01555,2.19373,3,198.798
10.0171,0.430911,7.57569e-09,2.80216,7,362.543
3.57044,10.4731,1.18743e-08,1.83059,5,297.148
8.06481e-08,11.1033,0.847363,4.78646,7,394.034
4.29871,3.63539,3.41679e-08,8.59419,7,397.902
2.84017e-08,11.5429,2.44999,2.83218e-08,3,193.15
0.869022,5.23374,1.51589e-08,12.4456,7,429.627
0.090914,5.8221,3.59277,3.47531,3,181.104
8.65702,4.77569,5.35154e-09,5.68595e-08,5,280.671
1.39621,4.57054,3.78446,2.24879,3,175.693
9.78117,0.144526,2.42858e-08,3.52944,5,280.184
4.01282,7.06062,2.91805e-08,5.07458,5,294.936
3.71708e-08,10.9049,1.55396,3.1337,5,294.799
6.09767,9.8761e-08,2.36093,3.5414,7,357.985
1.61516e-08,7.98703,2.52633e-08,10.6818,7,419.078
8.47581,3.75376,1.92952e-08,1.49427,3,200
7.48578,6.44889,7.54649e-09,2.05117e-08,3,200.257
5.34524,8.98941,3.67934e-08,0.603619,7,378.274
0.724368,2.73726,3.81149,5.43529,5,268.19
2.8575,5.36723,0.459042,7.75162,5,296.061
5.19301,0.836244,1.02781,7.62854,5,285.773
6.76573,5.54924,4.80225e-09,2.24967,3,200.617
5.01473,7.61883,1.16243e-08,2.75348,3,203.956
2.38419,7.90669,1.95894e-08,6.80188,3,213.079
10.6935,0.318784,1.01617e-08,1.80565,7,361.641
8.16359,3.33487e-08,7.83898e-09,6.39401,7,379.528
5.53089,2.47657,2.33999,1.65255,7,350.32
0.429157,8.62664,3.45762,2.36561e-08,7,357.905
4.38738,9.59724,3.14411e-08,1.49092,3,205.838
1.07383,9.16112,2.82087,1.6864e-07,5,272.96
1.20173,7.09611,7.7343e-09,9.71833,5,310.694
1.40446e-08,7.10096,1.04633e-08,11.7155,7,424.394
4.08519,6.55351,1.45451e-08,5.5456,3,206.744
6.73826,3.42628e-08,6.94314e-09,8.76957,3,201.893
5.2686e-08,6.55301,1.5132e-08,12.3548,7,429.47
5.07175,6.34806e-08,9.46574e-09,11.5471,5,309.354
3.82991,7.72194,3.97993e-08,4.60787,7,386.299
4.57154e-07,11.9924,1.62548,1.67424,7,383.869
3.29468,11.984,2.7985e-08,0.527504,5,298.527
11.194,1.2756e-07,1.50514e-07,1.34337,7,361.209
5.65301,7.80244,4.15117e-09,1.47547,5,288.041
3.30933,7.94863,0.716238,3.30108,5,289.142
2.28053,13.3343,2.00492e-08,0.642372,7,393.597
1.11704e-07,6.27679,4.17232,1.55089,5,260.76
1.3306,14.9842,4.40601e-08,0.300802,5,308.347
0.339472,2.71934,1.46466,12.3559,7,429.027
3.64006,3.74156e-08,7.4396e-09,13.9332,3,224.239
3.20683,7.07298,2.24851,0.407446,3,184.646
3.87786,4.69162,4.4974e-08,8.06334,5,297.041
7.33147,2.5909,1.58371e-08,4.75816,7,371.471
2.7024,6.38745,1.26062e-08,8.04398,7,398.949
9.8229e-09,8.83153,0.914026,7.25914,5,303.372
5.33561,1.62083e-07,1.31089e-08,11.1073,7,414.966
4.17813,8.56417,1.29165e-08,3.04491,3,206.466
5.69334,7.90755e-08,1.60095e-08,10.5111,3,205.76
3.43388,9.3199,9.11451e-09,3.40365,5,297.831
7.96219e-09,7.83309,4.78381e-09,10.8614,7,420.001
4.23451,3.3585,7.64358e-09,9.02423,7,400.269
0.596653,8.46707,2.61591,2.15156,5,278.01
5.85845,5.44301,1.36176e-08,3.88573,7,376.406
5.07381e-06,10.9056,1.52008e-08,7.27676,3,225
12,4.23414e-08,2.72738e-08,5.09102e-08,7,360
5.05995,9.91435,5.91213e-08,7.40059e-08,5,289.82
9.35586,8.86246e-08,1.91855e-08,4.4069,3,200
2.82967,3.34676,3.33346,2.49012,7,352.457
5.3749,1.69294e-08,1.14383,7.99161,3,193.071
6.29953,5.47787,8.28021e-09,3.10994,7,373.725
2.40821,13.7026,1.25488e-08,3.48425e-08,5,302.959
0.559028,1.33857,3.75746,7.48673,7,386.807
8.04423,3.11265,4.18818e-08,2.96153,7,367.71
11.7228,0.396048,1.15757e-08,2.84951e-08,7,360.139
2.23985e-07,7.72856e-08,1.19472,16.8141,7,467.522
0.0639546,3.25213,2.17238,10.3063,3,201.509
3.71496,3.71329,2.94269,1.62906,5,261.486
0.600094,6.24619,3.42831e-08,11.7126,5,320.922
1.43082,3.10052,3.71022e-08,13.998,5,332.532
3.69117,6.04866e-08,0.801133,11.7117,7,421.206
2.84786e-08,8.22092,1.53888,6.30524,3,204.995
7.69636,1.19696e-07,1.11416e-08,7.17273,3,200.455
5.89942e-08,1.73791e-07,1.59309,15.7518,5,348.359
3.36077e-08,6.39287,4.16071,1.44642,7,352.357
7.68022,8.7703e-08,1.72791,2.59187,7,354.504
5.91074,8.69894,4.50565e-08,9.89759e-08,7,375.446
2.16524e-08,10.1502,8.26405e-09,8.15811,5,315
6.48497,5.43603,1.05615e-08,2.84968,3,200.758
4.9391,1.69806,2.28289,3.69939,7,359.551
7.71069,1.62827,1.5529,1.10814,3,187.577
8.33294,3.27467,1.37232e-08,2.29131,3,200
7.12729,1.04939,2.24291e-07,6.89689,3,200.436
1.48103,11.439,8.37395e-09,4.1861,7,397.595
7.11077e-09,5.88009,2.81487,5.63358,7,378.237
9.26954,2.99283,4.17504e-09,1.05913,3,200
5.25944,9.62937,5.64566e-09,2.11988e-08,5,289.222
4.42946,7.83883,2.73163e-08,3.47225,5,292.853
7.23538e-08,8.00001,4,4.45644e-08,7,353
6.2869,7.21022,0.41369,0.00673162,3,197.34
8.24102,2.70033,0.35847,0.700181,7,363.034
7.70044,3.43568,1.18412,3.60494e-08,3,190.527
7.90077,5.85604,7.00585e-09,2.72009e-08,7,367.298
3.20509,1.55815e-07,0.983257,12.0362,7,424.309
4.07122,10.8926,3.8757e-08,0.506593,5,294.644
1.13579,1.72962,1.33279e-07,16.0891,5,350.667
3.94936,4.95632,8.37731e-09,7.63535,5,296.347
1.94423,8.69719,2.93541e-08,6.61289,7,396.637
2.04884e-08,3.17511e-08,2.99678,12.0086,5,316.074
3.4543e-07,8.96794,7.87374e-08,9.5374,7,413.192
8.42244e-08,1.37213e-08,2.75667,12.6489,7,431.597
1.09836,0.639137,3.1579,9.00266,5,289.501
11.8015,4.26666e-08,9.67982e-09,0.330865,3,200
1.84838,3.91559,3.66909,2.56694,3,175.236
4.72446,9.57449,6.30029e-08,0.955658,3,204.827
2.83774,1.92213e-08,1.68536,10.7761,7,413.671
8.29387,5.29448,4.56872e-09,1.31104e-08,7,366.118
6.34701,5.12964,1.15343,0.361279,7,359.271
2.65942e-08,3.72716,2.11378e-07,15.6516,7,457.728
1.55365e-07,5.32244,0.0713133,13.6003,5,331.71
1.72354e-08,0.692865,4.5315,7.10766,5,274.744
7.77974,1.67929,9.48032e-09,5.07459,5,282.202
4.30272,3.88639e-08,3.07891,4.61837,3,176.549
3.45562e-08,9.96021,2.17907e-08,8.37975,7,407.239
3.89647,3.11105,1.93036e-07,9.87633,5,303.473
2.63126,13.0683,2.69136e-08,0.368246,5,301.844
8.10056e-08,10.5154,2.89952,6.29113e-08,5,277.306
1.80756,11.6907,1.02363e-08,3.34829,7,395.962
4.90653e-08,3.99613,3.38522,6.31058,5,276.704
7.70443,3.69988,7.94982e-09,2.84276,5,281.887
11.2131,0.0842302,2.29438e-08,1.21323,3,200
2.80489,4.64907,3.21314,1.33291,7,350.538
9.04026e-07,8,4,3.8145e-08,7,353
12,3.0698e-08,5.84807e-09,3.85279e-08,3,200
4.69999,2.46043e-08,1.54899e-08,12.1667,7,424.5
4.59199,9.81656,1.97289e-07,0.894029,7,382.04
7.3458e-08,11.7939,9.2932e-08,6.2405,5,315
5.56743,4.93512,1.7079,0.408897,7,355.511
9.26821,0.72787,1.01993,0.983992,7,353.68
0.0674304,13.6849,1.47069,8.41276e-08,5,295.544
6.0796,4.77592,2.79186e-08,4.29544,7,375.747
9.85496e-08,9.53244,2.29066,2.77038,5,285.221
0.534209,3.62951,4.22337,3.61291,5,259.038
2.85416e-08,9.1324,3.01557e-08,9.34554,3,225
6.25876,2.08669,1.12769e-08,7.13427,5,287.878
1.70415e-07,4.91501e-08,3.52944,10.5882,7,413.823
6.78233,1.59966,1.2561,3.48026,5,271.294
1.61043e-07,3.16124,1.20724,13.0926,5,325.621
2.13484,3.79214e-07,3.94606,5.9191,5,268.703
2.41021,2.28978,1.27265,9.91782,5,300.569
7.32657,5.0807,0.69809,1.21107e-07,7,361.341
2.31903,7.03689e-07,3.87239,5.80858,7,371.15
4.11304,8.88885,1.69867e-08,2.77461,3,206.661
9.01937,2.25705,0.356867,1.38285,7,360.383
8.50776,4.98892,2.86987e-07,2.95369e-08,5,280.746
5.01507,5.55379,6.84534e-09,5.16213,3,203.955
1.9491e-07,2.83918,2.79165,9.24321,5,294.924
8.15944,4.27371e-08,1.28334,2.9787,3,189.733
2.58036e-07,5.51725,1.17516e-08,13.5632,5,331.896
0.492637,12.0934,8.10844e-09,5.06993,3,222.537
1.31178e-08,11.8259,1.12674e-08,6.20311,3,225
3.36074,10.1545,0.56543,1.04401,3,202.698
6.17214,2.32821,0.802347,4.85726,7,369.893
1.86923,1.70033,2.89314,7.18586,5,279.267
8.30837,2.46109,1.23054,6.0842e-08,5,270.386
12,4.94502e-07,1.52337e-08,5.08347e-08,5,280
5.74221,1.66463,2.33665,2.25651,3,181.307
2.17109e-08,15.1948,0.527259,0.866727,7,398.146
1.8739e-08,11.0739,1.61782,2.76622,5,293.968
3.24048,4.58896,3.04491,1.12565,3,176.642
7.70166,6.14048,1.14343e-08,1.90443e-08,5,281.895
3.02906e-07,4.94773,4.30523,2.74704,5,259.779
2.38524e-08,9.24621,2.06619e-08,9.21275,5,315.754
4.23181,1.05455,1.58688,7.48499,5,283.609
4.62878,7.37946,1.3785,9.85929e-08,7,363.936
0.582963,2.32217,3.23123,7.70258,3,184.311
8.93963,2.87542,3.32227e-08,1.74595,5,280.53
1.40325e-08,11.3592,1.36052e-07,6.7476,7,405.641
8.98037e-09,7.94054,1.34867e-08,10.736,5,317.357
5.84668,3.33773,1.04264e-08,6.36151,5,288.276
1.12817,3.58444,3.44637,4.74754,3,179.134
2.27935,3.5432,2.40313,5.65901,5,274.137
3.03458,10.297,1.88914e-08,2.92924,5,299.827
2.38312e-08,8.14296,1.47349,6.57057,5,296.228
1.20396e-07,5.33118,7.15468e-09,13.7803,7,441.688
1.59741,12.7904,9.35027e-09,2.41551,7,397.013
2.93782e-08,3.96854,1.9357,10.2082,5,304.41
4.26553,1.92584e-08,3.08833,4.65522,5,264.109
4.65982,6.70594,6.42807e-07,4.41004,5,291.701
5.16684,9.76165,1.93676e-08,1.59888e-08,5,289.499
8.06826,4.35079e-08,1.57269,2.35904,3,187.418
1.92269e-07,14.0105,2.52824e-08,3.65439,5,315
0.556877,2.74771,4.30248,4.39294,7,362.641
2.96291,11.1362,0.776084,8.46592e-08,7,380.096
5.53519,0.551885,1.47731e-08,10.1308,7,406.453
5.91635,1.32034e-08,1.06037e-08,10.1394,5,301.753
7.70062,4.84232e-08,0.318782,6.31554,7,378.275
4.61801,3.27107e-08,2.16309,6.5351,7,375.979
11.7598,0.343155,2.2782e-08,2.60005e-08,3,200
5.22425,2.44948,2.46535,1.86092,5,262.208
6.41931,3.72046,1.86023,3.27365e-08,5,265.978
6.88472,5.84344,2.20537e-08,1.70812,5,284.346
0.835532,13.4098,2.74616e-08,2.96274,5,310.822
3.20262,2.92729,3.22622,2.64387,7,352.909
2.89247,3.48219,3.29479,2.33055,5,260.41
3.45423,0.774783,4.28808e-08,13.339,3,221.263
0.332722,5.51921,3.77089e-08,13.0064,7,434.817
7.49977e-08,12.4156,1.12157,2.52426,7,390.42
6.2424,8.22515,1.95509e-08,1.15419e-07,3,200.879
4.47586,3.30263,2.47597,2.08457,3,180.716
1.81449e-08,2.70242e-08,2.27488,13.9336,3,222.678
1.7765e-08,13.3188,1.11743e-08,4.46136,3,225
1.28547,10.363,2.16275,2.34686e-07,5,280.457
2.00041,5.72137,2.48866e-08,9.99105,5,308.667
1.66717,11.2309,1.39624,0.395341,3,198.64
1.88e-08,11.9042,0.582721,4.55787,5,307.425
4.32172e-08,10.8833,1.20145e-07,7.30277,5,315
7.29568e-09,9.89974,8.8917e-09,8.4503,7,407.602
0.396112,7.19335,1.09804e-08,10.9476,5,317.483
0.837142,2.77783e-07,4.25157,7.26725,7,384.657
3.61577e-08,1.87119,1.90667,12.7325,3,215.546
4.50501,1.08088e-07,7.79729e-08,12.4916,3,216.455
1.45994,13.7051,9.76659e-09,1.57748,7,397.7
10.4537,0.312698,9.22653e-09,2.2124,7,362.007
3.74666,6.76479,1.62076e-08,5.8633,5,296.267
9.42441e-08,6.16628,3.16238e-08,12.806,3,226.834
8.42662,2.7911,1.99759e-08,2.69935,3,200
4.39266,7.51835,0.943689,0.578242,7,370.769
6.78957,6.08154,5.44478e-09,1.58892,7,371.052
4.8557,10.2061,1.92279e-08,5.29502e-07,3,204.433
3.07553,4.84387,3.0854,0.995202,3,176.51
0.701556,12.7328,2.0323e-08,3.97586,7,401.492
1.37493e-07,9.84906,2.81343e-07,8.50943,7,407.906
6.45281,5.35417,1.25211e-08,2.99879,5,285.642
6.7654,3.13157,1.2744e-08,5.07084,5,284.807
1.33735e-08,7.20747,4.027e-08,11.5913,3,225.793
5.56253,2.83925e-08,0.220758,10.1404,5,301.184
2.22321e-08,9.24634,1.44848e-08,9.21261,3,225
6.46209,0.526549,1.9534,3.05796,7,358.474
5.03768,1.44634e-08,4.93825e-09,11.6039,5,309.661
7.56823,6.33107,1.1935e-05,4.32928e-06,5,282.295
3.78567e-08,3.28537,1.54971,12.0345,7,426.503
7.26346,2.38518,0.395866,4.05587,3,197.003
1.28609,6.62408,8.79668e-09,10.1284,5,311.109
3.9554,10.7741,6.05683e-08,0.837922,7,385.223
2.84754e-08,1.91724e-08,1.83389,15.1096,7,452.821
3.56008,6.48846,5.7497e-08,6.49667,5,297.2
2.09461e-08,1.09098,1.62956,14.3817,7,446.61
3.19814,12.5741,2.57132e-07,3.26807e-08,5,299.009
6.58037,7.74232,7.56276e-09,2.46734e-07,5,285.259
4.00535,3.3303,7.85223e-08,9.43907,7,402.959
2.9011,10.4749,1.10403,1.47245e-07,3,198.152
2.87821e-08,10.088,1.01418e-07,8.2307,5,315
0.283444,9.37693,3.26044e-08,8.58784,7,407.621
2.5599,6.2934,3.1467,5.49516e-08,3,177.176
2.58511e-08,9.32305,3.05278,0.98237,7,365.314
4.26816e-08,1.02042,3.70022,8.94226,7,399.691
2.86969e-08,2.23046,4.57695,5.19258,7,367.425
3.54724e-08,8.69806,1.54782e-08,9.85226,5,316.302
6.59401,7.72284,2.95716e-08,3.27014e-07,5,285.218
7.5074,6.41801,4.97651e-09,8.48131e-08,5,282.478
2.19246,0.665724,2.21349,9.66657,7,404.545
6.39843,0.394797,2.20115,3.00563,3,182.391
2.97301e-08,12.4139,6.98225e-09,5.51716,3,225
1.5802e-07,1.21342,0.880894,16.2353,7,462.605
1.40324e-07,1.28625,1.86004,13.5393,3,219.942
7.3977,4.76393e-07,7.52501e-09,7.6705,5,288.421
1.89191e-08,1.35688e-06,2.997,12.008,7,426.069
5.17782,7.91477,1.73119e-08,2.13639,7,379.111
10.2794,0.175308,0.670725,0.874606,3,194.634
4.58915,0.973183,2.53117,4.46625,7,362.829
1.1462e-08,7.27641,1.28419e-08,11.5109,7,423.342
2.69188e-08,7.25859,1.66363e-08,11.5317,7,423.448
4.32321e-08,11.1849,2.86567e-08,6.95098,3,225
3.99548,3.36047,2.55402,2.6096,7,354.361
2.69732,3.62969,3.3581,2.31489,3,175.253
10.9398,0.464188,7.56527e-09,1.22538,5,280
8.84551,2.83413e-08,1.27639e-08,5.25748,5,281.732
4.26796,10.4263,3.23348e-08,0.722749,3,206.196
2.27847e-08,0.689393,1.46495,15.2892,5,344.412
4.68967,2.48797,0.108859,8.99096,7,398.417
5.01315e-09,6.21537,2.30047,6.61416,5,286.578
9.03047,4.94781e-08,1.18781,1.78172,5,270.498
5.56714,1.8208e-08,1.91967,5.60232,7,370.261
1.48237,11.115,3.71034e-09,4.56193,5,307.588
1.16441e-08,3.56316,4.44368,3.99315,7,361.191
4.14605,4.47876,1.00489e-08,7.8647,3,206.562
4.10305,10.9379,1.36239e-08,0.400664,7,384.485
3.44467e-08,7.00201,2.11764e-08,11.831,5,322.988
7.69414,6.696e-08,3.83941e-08,7.17643,7,383.753
4.91794,1.20259e-08,1.89769,6.74292,3,186.595
2.87293,5.26798,2.97642,1.12868,7,352.825
9.15134e-09,8,4,2.5936e-08,3,178.2
3.04179,9.37838,1.97009e-08,3.98891,7,389.791
5.79213,1.42957,2.44948e-08,8.67861,5,294.293
1.50143e-08,6.30108,1.47564,8.71371,7,401.156
3.70706,11.8471,6.19546e-07,4.43846e-08,3,207.879
2.8636,13.052,1.12431e-07,6.88371e-08,5,300.682
1.62192,1.40901,2.19235,9.80668,7,406.157
3.54073e-06,7.59745,1.51471e-08,11.1363,3,225.403
0.87927,9.75359,3.91521e-08,7.15536,5,310.604
12,4.02649e-08,3.87325e-08,8.32206e-08,7,360
3.15533,1.73864,3.08084,4.49712,5,263.796
7.64806,3.79886e-07,1.04864e-07,7.25323,7,384.167
5.08179,1.52592,1.6103e-08,9.7501,7,403.514
2.22735,2.13971,1.23395e-08,13.7914,5,330.193
1.11848e-08,7.95025,3.47118e-08,10.7247,7,419.299
8.87216,1.4173e-08,1.57086e-08,5.21307,7,373.151
3.76289e-08,7.52327,0.320646,10.3678,3,220.988
3.35268e-07,7.52105,1.06923e-08,11.2254,3,225.479
2.54134,13.5124,2.30057e-08,1.44741e-07,3,212.293
0.699525,12.3508,1.88104e-08,4.42485,3,221.502
8.98709,7.75636e-08,1.83792e-08,5.02152,5,281.519
10.0575,2.77629e-08,3.28715e-08,3.23755,7,362.914
4.42376,10.2695,1.12645e-07,0.64596,3,205.729
8.06297,2.23721,2.84412e-08,3.95163,3,200
12,5.37816e-08,3.66899e-08,4.03839e-07,7,360
4.4847,3.62983,1.23933e-08,8.29069,5,294.462
6.02969,6.47254,1.41565e-08,2.39921,5,286.911
5.67402,4.21732,2.10866,4.50064e-08,5,264.783
2.34861,8.77975,1.06177e-08,5.84261,5,303.257
3.08338e-08,4.82939,4.31706,2.85355,3,175.727
2.06814,5.9928,1.31094,6.06566,3,198.375
7.80794,3.34752,0.0557618,2.93263,5,280.963
1.75411,2.18499,7.68413e-09,14.5273,7,446.838
5.95601,6.76493,2.53454e-08,2.18091,7,375.22
1.40898,8.15855,9.475e-08,8.1334,5,308.388
1.94323,3.68706,1.19904,9.26228,7,401.403
3.03042,5.7502,3.01281,0.206566,3,176.917
7.62687,5.69598,3.23815e-08,0.643236,3,200.187
1.95308,9.69734,2.03674,1.97846e-08,7,368.757
1.05454e-08,0.357388,3.08765,11.3493,7,420.41
4.13334,11.2381,2.08959e-08,1.3103e-07,5,294.333
1.3125,11.2021,2.35901e-08,4.7434,3,218.438
4.08924,5.50292,1.41773e-07,6.76451,3,206.732
10.2816,2.45491,5.81152e-08,8.526e-08,3,200
0.213942,3.43744e-08,1.34598,16.0542,3,240.833
7.31249,6.69644,1.84744e-08,1.0897e-07,5,283.063
1.93652,11.7383,1.82432e-08,3.07783,7,395.317
1.09376e-08,5.25857,1.21257e-07,13.865,7,442.414
10.5358,1.85818,7.47287e-09,0.272501,5,280
6.84134,6.4129e-08,2.02722,3.19184,7,356.965
6.57871,3.23187e-08,1.12669e-08,9.03548,3,202.132
10.4378,5.03187e-08,1.03613e-08,2.60368,7,362.343
7.66566e-08,7.83178,5.56657e-08,10.8629,3,225.168
2.95893,4.41048e-08,0.831422,12.8513,5,321.493
6.59235,5.36992,1.32553e-08,2.74785,3,200.704
2.83827e-08,8.57758,1.49486e-08,9.99282,3,225
0.791416,6.97634,3.7858,0.446442,5,261.828
7.04306,3.27985e-08,3.08508e-08,8.26156,7,389.612
3.08515,8.91607,9.82741e-09,4.456,5,299.574
4.56602e-08,8.83851,2.77579e-08,9.6884,3,225
2.13023,5.47782,6.04654e-09,10.0588,3,214.741
3.98427,7.98961,2.33401e-08,4.03834,3,207.047
9.83098e-08,6.28495,3.4762,3.3977,3,182.286
7.20945,2.78395,8.40033e-09,4.7363,5,283.378
