x1,x2,x3,x4,omega1,omega2,omega3,omega4,omega5,omega6,omega7,omega8,omega9,omega10,omega11,omega12,h
19.511,20.9085,49.832,46.3246,14,4,10,18,0,14,18,6,14,6,14,2,480.986
49.9714,49.3654,3.73162,17.2762,4,0,6,10,14,18,10,4,8,8,6,10,617.018
30.4899,43.0837,27.3718,17.5386,6,8,16,2,12,4,4,8,6,6,16,10,472.592
53.9252,21.638,9.31664,44.7266,16,4,12,4,2,6,8,0,16,0,8,18,397.024
30.0314,18.252,41.1098,31.7372,12,18,16,4,18,8,4,4,10,18,8,4,895.471
42.0204,37.4219,30.0867,47.6321,2,8,0,6,8,10,6,0,0,10,10,12,276.125
26.6318,0.115144,15.227,19.3972,10,6,18,2,2,8,0,10,18,10,2,4,3264.84
22.7744,29.182,21.8927,31.1203,8,4,4,10,14,10,12,8,8,2,14,8,433.353
4.58084,10.2489,52.7396,14.1017,6,0,16,14,12,2,18,0,14,18,4,4,3164.21
47.2757,42.4594,35.2986,43.1883,2,6,16,12,10,0,14,14,18,18,10,14,521.427
55.1533,20.8838,53.97,54.4139,14,16,6,4,6,2,16,6,6,14,6,12,372.156
12.5317,19.8923,10.0593,46.4537,4,10,12,6,0,6,12,2,0,4,8,10,423.49
22.841,8.04695,5.10044,43.1382,8,18,4,2,18,14,16,6,4,14,16,2,4804.83
11.5442,43.654,12.5227,48.276,14,18,18,0,8,8,16,10,16,0,10,6,1530.82
20.2513,43.8904,25.8456,46.6039,18,14,16,14,16,12,8,16,16,2,14,14,3057.54
40.185,28.6256,30.0204,13.0342,10,6,0,4,4,4,14,4,14,6,14,4,392.084
15.3105,43.9371,31.403,30.0593,2,6,4,10,14,10,2,18,10,18,0,0,358.161
53.4331,30.8832,54.5323,24.3105,0,14,16,18,8,10,2,18,18,14,0,8,592.825
13.6806,9.72617,27.7285,13.288,14,16,14,18,10,14,16,14,6,14,10,0,8670.89
46.0547,41.0529,35.6599,56.1557,2,4,0,8,0,8,0,10,8,2,6,12,258.125
49.554,54.1747,14.3008,54.126,2,10,4,14,18,4,18,6,16,0,0,4,447.542
18.9353,5.25698,33.9891,55.0593,10,0,12,4,18,10,6,18,8,0,10,8,703.223
27.7513,36.6647,23.4162,16.1814,0,16,14,2,10,16,0,8,4,10,10,12,539.682
57.3525,23.2336,7.32259,10.7942,12,16,18,12,10,8,6,6,14,4,2,16,3088.87
43.4463,2.25843,37.4155,42.8891,12,2,10,2,16,16,10,0,4,18,10,18,589.131
2.70623,3.6858,27.161,15.5362,18,12,6,4,10,14,2,4,0,18,10,18,7155.33
34.9876,36.5656,37.8764,48.4876,18,2,6,6,0,8,14,0,10,8,10,4,269.104
17.2985,36.4797,34.4029,49.779,2,6,14,4,0,14,10,2,8,12,10,12,383.891
44.0927,6.57551,54.645,58.0231,18,6,6,18,2,8,4,2,2,2,2,10,420.603
17.222,9.5344,44.611,16.9648,4,8,0,18,12,8,0,16,6,0,12,12,1299.95
51.0253,1.61405,7.38311,7.98668,2,18,16,12,4,10,2,8,4,10,4,12,3900.82
37.1944,45.619,38.5733,1.22269,4,18,8,18,12,4,10,2,4,12,2,18,578.329
34.1471,10.9925,10.1592,44.8775,8,4,12,14,10,4,2,6,14,0,18,2,583.021
11.9258,37.7137,14.9066,35.5969,18,0,14,16,18,18,10,0,12,2,10,18,4155.23
7.47613,11.3651,33.8625,26.4138,4,8,12,16,12,18,10,0,2,8,16,8,3952.68
54.4475,39.0803,2.56618,49.7554,18,4,14,14,14,12,10,0,8,8,8,8,620.541
48.975,42.7443,23.3803,13.5051,6,10,16,8,10,2,2,8,8,10,6,10,434.711
2.2493,4.05,28.3927,15.2849,0,10,2,14,8,18,6,4,18,14,0,4,5175.18
58.6972,3.83066,1.87924,24.4024,10,10,2,14,8,18,10,4,10,6,12,8,3042.44
43.7799,29.0125,53.877,50.015,10,6,6,4,16,12,2,16,10,2,6,14,457.224
15.5881,29.8942,51.8739,44.1394,0,0,10,4,0,12,4,12,12,12,8,6,330.156
57.0605,35.8179,10.9042,26.65,2,4,6,2,4,12,10,14,16,8,8,14,636.747
21.2362,36.7952,57.0646,43.8974,2,4,8,12,10,2,0,16,0,12,4,14,329.151
26.9621,32.6034,45.496,10.7885,6,6,14,6,18,2,14,16,16,12,8,2,996.997
22.8318,33.483,9.53787,42.9575,0,18,2,0,6,10,14,10,6,14,6,14,580.593
18.862,33.9299,20.1194,46.5793,2,10,0,4,14,12,16,0,16,2,2,6,370.344
19.7018,48.2242,23.4686,57.1354,12,6,2,16,16,2,16,8,2,2,8,16,442.166
32.9379,26.7668,48.8008,55.6866,10,2,0,4,4,18,6,2,2,14,0,8,231.094
55.4716,30.4698,6.57406,30.2488,14,8,2,14,10,6,14,6,12,10,6,10,576.546
31.4147,47.6824,38.6857,31.1739,2,4,4,4,6,10,6,10,14,4,14,10,387.771
42.3322,57.1389,33.1287,54.1603,6,10,4,4,14,2,10,2,16,8,10,14,402.187
44.6967,18.0838,34.2519,32.5191,4,10,2,18,2,4,14,2,14,18,10,14,429.27
42.2811,39.1639,27.8889,9.10041,2,14,12,10,10,12,14,0,6,12,10,10,548.143
55.9561,14.898,11.5047,39.3746,2,18,2,10,6,14,10,6,10,12,14,16,700.312
22.7869,0.038946,54.5656,43.9261,8,18,2,10,2,10,12,14,0,18,2,12,606.212
53.0317,2.99376,36.1947,44.8861,8,0,6,4,18,4,18,6,16,2,2,2,485.471
20.1532,14.2713,37.5819,18.2713,6,10,0,8,6,4,2,16,16,10,16,0,839.384
50.7523,34.629,8.96349,49.4101,0,2,2,14,14,4,8,4,8,16,10,2,317.645
53.3679,13.5444,0.749361,54.5071,10,10,6,8,18,14,2,16,4,10,16,12,1272.66
5.91098,45.856,1.49869,48.5244,6,8,18,2,12,0,2,6,16,16,0,12,528.726
8.29928,46.0828,34.3593,36.5204,8,16,8,14,18,18,6,4,16,16,6,12,2305.22
56.0912,4.28812,10.3652,28.7324,18,16,4,18,10,12,2,18,0,12,14,6,3661.63
3.49978,20.8756,35.7584,31.2751,8,18,0,2,0,14,6,4,4,12,14,4,509.886
53.9568,12.2001,26.4353,58.4868,12,8,16,4,8,14,0,18,4,18,4,18,593.918
33.6579,8.8376,33.4701,32.1669,2,6,0,0,0,4,6,18,6,8,2,8,244.114
46.6476,45.7872,45.4142,16.3191,8,2,0,10,6,12,2,8,16,12,14,14,519.596
38.4093,5.09804,2.67429,6.78105,4,6,16,12,14,14,4,12,10,6,0,0,5109.28
56.3085,56.5831,51.7304,33.0961,8,0,10,14,10,0,10,6,14,8,0,2,270.109
23.1326,49.5408,12.1361,30.9593,14,0,18,12,10,14,12,8,10,10,2,14,1355.58
30.806,17.2242,47.9641,31.9814,4,0,14,6,10,10,18,6,14,0,18,6,487.707
51.2267,27.2906,33.0117,7.6329,10,2,10,0,12,2,14,8,8,4,2,10,339.762
49.8449,22.9847,23.3047,2.62565,2,8,2,10,12,12,16,6,6,14,4,2,676.859
54.2818,13.8664,13.2881,12.3561,8,10,2,14,4,2,8,0,6,16,0,8,370.009
14.8517,12.9962,26.7435,18.7434,2,10,18,12,6,10,10,18,16,0,2,14,4975.99
17.5574,7.45797,6.09823,12.959,6,12,12,2,14,0,14,10,10,8,6,12,6617.94
58.4912,20.7825,31.0463,35.4289,0,14,18,6,16,0,4,10,4,4,16,14,564.609
24.4241,35.4129,44.7227,33.8203,4,6,8,4,6,10,6,2,14,8,16,18,466.853
50.3892,51.4758,13.6132,16.4281,12,16,12,4,2,8,6,0,14,16,4,6,518.01
21.7674,24.3498,47.1828,40.7996,14,14,12,2,0,2,14,6,8,14,12,8,437.905
5.11793,37.0501,21.4415,7.43093,12,14,18,8,12,18,14,16,10,12,0,12,8065.21
5.36518,52.5146,12.4053,56.7029,10,12,4,12,18,16,0,8,16,6,18,8,822.637
56.7598,22.0752,37.1837,46.7026,8,12,10,14,10,10,2,0,4,4,4,8,383.883
34.6094,39.4887,26.3434,12.8449,2,6,4,10,10,2,18,4,16,8,16,4,539.64
33.6174,47.1325,35.956,53.3124,0,14,4,16,2,12,10,2,6,6,12,6,338.151
42.2934,4.8733,5.52777,25.1737,12,10,2,12,2,14,4,2,2,14,10,0,1102.43
9.99579,59.27,31.7088,10.0172,10,14,8,6,18,8,10,12,14,16,14,14,4069.8
42.7698,31.2678,38.4889,23.232,18,10,0,18,10,0,14,14,12,6,18,18,778.203
39.0581,49.9396,54.6785,20.9371,12,8,4,18,10,6,16,8,12,2,12,14,464.156
46.6433,33.6735,29.9267,57.7594,16,2,4,6,0,6,8,14,2,0,12,10,295.13
34.8879,40.4433,50.0469,58.2919,6,6,6,0,8,4,10,2,14,18,16,18,421.192
11.1312,2.20885,44.2082,27.3952,10,14,16,10,8,4,0,4,6,8,2,2,781.073
54.7085,45.365,30.1621,54.777,16,14,0,0,8,18,8,8,12,16,14,12,506.873
37.4796,39.4757,47.9933,43.2629,18,0,6,18,0,0,16,4,16,8,6,6,280.099
32.492,33.1226,11.3679,19.4598,12,18,16,8,18,14,16,2,10,18,14,14,6967.05
26.5537,8.34866,35.9707,59.4157,0,14,2,10,0,18,14,10,10,6,14,16,550.037
36.1378,47.3719,39.9873,6.01579,6,14,0,10,8,6,8,12,6,6,8,12,452.525
8.71434,1.91313,53.9459,9.38422,2,0,14,12,12,4,0,6,16,12,2,16,2890.88
39.4334,57.6324,48.0298,57.2209,12,14,4,10,14,16,2,6,8,8,4,6,408.187
3.29251,17.2531,53.1265,36.8063,10,12,14,2,8,10,10,6,6,0,14,6,688.143
17.5447,34.2536,59.9812,43.8928,0,16,8,0,2,18,10,10,14,6,0,12,469.565
11.7644,23.4913,18.5972,22.9541,2,8,16,12,18,2,12,0,10,0,0,10,1787.47
37.8666,3.45011,25.9331,18.3368,16,4,0,4,4,6,16,6,18,4,6,18,2011.49
15.734,21.1032,21.3827,38.9882,8,18,10,10,8,6,0,10,10,16,14,2,1943.75
50.1908,17.2626,33.1258,5.36275,4,0,14,0,14,12,16,10,8,2,0,6,499.977
6.89616,43.7201,42.9525,42.6864,2,6,12,6,10,10,2,12,4,10,6,6,390.989
4.90097,50.5794,7.86752,49.4359,2,6,12,12,2,18,10,18,10,18,4,2,737.538
38.0222,39.798,4.86388,27.2776,16,8,0,12,8,2,12,14,16,18,6,0,886.014
52.4477,29.3198,57.7968,50.6248,18,0,14,14,14,16,12,6,6,14,8,14,532.212
18.3915,46.3388,15.4416,27.4627,16,2,12,6,4,4,0,16,12,6,6,6,400.984
28.3542,29.262,45.6349,6.4253,14,12,16,16,2,18,8,4,0,12,14,10,2246.71
17.2405,21.1834,49.3192,8.02463,16,10,10,14,2,0,2,2,16,4,14,14,1623.65
34.0099,45.1248,12.0834,44.8977,16,2,2,16,8,2,10,6,16,16,14,14,461.709
52.7699,43.5588,33.5456,41.578,10,0,18,16,2,6,18,14,12,4,6,6,411.49
48.1957,25.4988,38.1685,38.2005,12,6,16,8,18,6,2,8,12,6,12,0,503.788
44.8754,21.5383,14.2138,31.0094,12,8,0,6,6,6,14,18,10,18,16,18,2608.07
5.20562,10.8318,10.7577,24.3082,4,0,16,12,8,12,10,2,4,8,4,18,5096.88
1.64407,31.9543,56.0032,25.8768,2,8,14,0,2,16,18,2,0,14,6,10,450.994
26.6854,2.32334,48.3685,49.7292,10,12,18,10,16,18,18,8,4,10,2,14,2141.99
21.6617,47.8797,53.4028,0.508008,18,18,10,8,10,14,0,18,2,16,2,6,778.772
10.1997,6.45249,26.9508,21.5929,6,16,4,10,6,10,2,2,4,8,14,12,3335.54
35.6436,22.0081,49.3192,8.19227,10,16,4,16,14,16,12,4,8,10,16,10,2671.05
54.5446,50.273,18.2615,20.9175,14,16,16,0,12,18,16,16,10,14,4,6,854.708
12.2724,42.631,39.8277,23.3211,6,18,14,16,6,10,2,16,14,0,16,16,2283.48
45.1273,55.1145,28.5952,59.648,12,2,0,6,18,2,12,12,8,6,10,12,374.166
51.7558,40.5122,7.89938,44.8835,6,2,10,4,8,12,4,12,18,10,8,18,563.429
58.0045,2.46734,8.53907,56.1548,12,0,4,18,14,6,12,0,10,10,0,16,793.466
15.9668,33.6072,56.9282,32.6469,16,2,10,0,18,12,18,18,4,0,12,16,589.713
24.1296,6.15082,56.7971,48.9152,18,16,4,6,16,10,12,6,6,18,18,10,1156.07
45.9974,37.6398,32.2922,35.2984,18,0,2,8,8,16,12,8,2,18,0,18,370.226
15.0568,39.1028,20.3572,23.9881,12,10,0,4,10,4,10,10,18,0,10,6,520.985
5.49875,17.4089,31.1428,36.9627,8,8,18,16,2,10,14,4,14,10,10,14,4202.34
48.8375,12.4546,43.8235,41.4062,16,16,8,4,10,4,10,2,0,10,6,4,351.54
31.8901,57.0701,17.4025,43.755,10,10,6,12,16,6,14,10,12,12,6,2,466.827
2.28041,46.7738,7.78576,55.2027,10,0,0,18,16,18,0,12,0,14,4,10,592.64
16.9861,4.88513,24.3521,26.3896,4,0,10,6,18,18,14,8,4,6,4,4,2833.62
11.8263,45.4556,52.5447,37.973,2,8,14,4,18,10,8,4,2,6,4,16,471.686
55.4823,30.3912,4.57022,11.6733,16,0,8,6,8,6,14,0,4,4,0,18,430.355
12.7234,1.41091,13.2123,59.579,16,2,16,8,14,4,16,2,2,6,2,8,1760.81
24.5303,20.5046,40.5301,8.93488,0,2,10,14,6,14,6,14,4,8,2,0,365.302
3.04041,40.2349,28.4258,32.9471,16,4,6,18,6,12,16,16,10,10,6,16,3679.91
48.8495,33.0741,37.1772,57.1143,0,10,14,12,0,14,10,18,14,4,10,16,540.172
20.706,6.15167,11.1682,23.8633,12,12,4,10,4,2,10,0,16,18,10,10,4976.23
54.3901,34.3228,23.6372,11.0158,10,10,18,8,4,16,16,16,16,2,18,18,3587.56
42.5785,57.6312,27.0423,0.226714,14,2,14,4,12,6,12,12,8,12,16,10,830.619
38.4335,52.0267,32.0922,33.0422,10,14,4,0,16,6,2,2,0,4,12,4,314.151
24.7929,53.5024,55.5353,21.1543,12,6,6,8,8,0,18,0,8,0,6,12,309.709
54.8389,17.467,48.6419,24.6723,12,6,14,12,8,12,10,18,0,10,0,18,517.921
28.6852,11.9538,26.9799,30.6993,2,8,18,10,4,8,8,10,14,8,14,16,2686.32
8.62794,49.7824,53.3976,34.1824,6,14,2,8,16,8,2,8,0,18,10,14,556.018
36.3634,59.2718,0.848264,36.7716,0,2,6,4,18,2,0,14,18,6,16,2,542.892
13.2678,32.2157,8.72169,5.42685,6,12,6,4,16,6,16,2,10,4,12,4,4248.94
41.987,16.1689,10.1626,42.7131,2,4,18,18,16,12,16,8,8,8,0,8,1567.61
14.2911,10.6429,14.5833,2.16135,12,6,18,12,16,2,4,18,2,14,18,18,10385.4
33.7786,56.6511,55.4241,12.0445,8,8,2,2,6,12,16,6,14,4,2,12,389.674
11.4927,18.5855,6.69321,52.7762,16,0,8,0,6,14,2,4,6,2,14,0,431.879
52.4435,17.7489,45.7703,0.850223,10,2,4,14,2,14,14,18,6,6,12,4,566.058
34.8755,12.6053,56.7604,32.683,2,18,2,2,14,18,16,14,6,10,0,0,428.591
49.233,58.6274,30.2514,55.3639,0,18,0,10,10,4,2,8,12,10,10,18,433.208
32.1028,32.1709,36.8404,35.9201,6,10,0,14,8,16,14,12,16,12,6,14,501.597
28.8083,40.8731,14.3355,35.9623,16,18,10,16,8,2,2,6,0,0,8,10,427.066
55.4226,46.7988,7.24424,13.9887,12,10,10,0,10,2,6,16,12,14,16,18,1138.1
22.1856,32.785,38.0124,54.8366,8,6,12,10,18,18,6,6,16,12,10,2,525.529
28.3097,0.9795,22.4647,44.216,12,16,16,2,12,4,10,0,12,6,8,12,2018.35
19.2816,6.68903,42.5023,36.6214,12,4,10,16,8,8,8,18,2,2,16,4,950.577
39.3124,4.17029,9.99267,6.75809,4,6,0,8,6,6,16,12,8,18,12,0,4140.85
52.6298,29.0983,55.7585,53.9374,0,0,10,16,8,2,2,6,16,16,18,0,372.42
34.6974,18.7791,19.8471,30.0842,14,2,18,4,10,8,12,0,18,4,16,4,1154.18
24.6743,41.7777,37.9993,13.4263,0,10,6,0,2,10,6,14,16,16,12,12,680.931
32.9312,35.2856,5.08519,26.7956,18,2,0,14,6,10,8,8,4,2,0,6,355.063
27.0076,17.2982,31.3002,42.6947,18,16,2,2,14,0,18,0,12,4,14,8,491.59
53.8781,8.50478,19.9131,59.9853,10,0,18,4,0,4,16,12,0,18,12,16,493.518
48.5806,14.5593,18.1432,12.5958,16,18,12,18,10,16,2,18,8,12,10,10,6214.24
43.7729,31.8476,2.15805,30.3149,4,12,16,12,8,10,12,10,8,14,6,8,1807.45
17.6558,41.1939,5.86927,4.80316,12,16,4,4,4,0,18,6,12,4,6,4,2591.36
40.8195,12.7781,21.5031,23.3536,8,14,8,4,18,8,0,12,2,16,0,10,653.478
57.7796,1.32937,22.6598,23.1654,14,4,4,18,6,12,16,12,18,16,8,2,3274.58
51.5551,27.3998,7.77437,43.7973,0,8,0,8,18,12,6,4,10,10,8,12,517.018
24.8564,41.4769,22.1678,34.9009,6,4,0,2,8,2,0,16,18,16,18,2,450.681
18.0771,42.2712,51.431,41.5825,6,2,6,12,18,18,0,16,16,14,12,2,500.045
34.6396,8.54063,22.3744,25.8254,18,2,10,16,8,12,14,0,18,0,2,14,2717.49
38.6385,17.3279,50.4675,46.4993,2,14,10,14,8,0,2,14,4,16,12,12,484.843
46.5843,2.18174,8.43647,11.6876,4,8,2,10,12,8,18,18,18,2,4,0,4259.1
35.007,2.72609,37.3206,7.82371,16,8,8,8,8,12,2,16,6,8,2,4,1945.58
19.7877,51.7554,32.9261,8.32133,10,12,10,4,4,12,14,8,12,4,10,14,848.517
12.0295,39.6071,37.3694,46.6872,18,2,2,0,18,12,6,14,10,6,6,10,536.652
37.5342,57.4069,37.9205,9.57509,16,0,12,14,0,12,16,6,4,2,10,18,410.034
28.4737,57.5099,28.38,43.2216,2,6,10,8,2,16,12,10,14,18,12,12,515.323
12.7903,47.3675,25.4406,20.6915,0,4,14,0,10,10,2,18,4,14,4,10,430.573
3.43284,35.7896,15.7936,3.69866,0,16,8,12,4,14,0,16,8,16,10,8,5841.89
18.9038,15.5725,7.51799,54.88,0,8,18,12,2,2,4,16,18,2,18,12,2088.69
24.7045,8.77101,54.3305,51.9828,14,2,14,4,4,12,18,10,4,0,10,8,469.775
25.6135,46.347,34.6657,26.3297,4,8,8,6,10,14,8,14,0,14,8,2,373.955
2.72618,38.9712,29.1432,30.2296,6,8,6,18,2,2,12,12,12,16,10,12,1989.63
45.5262,38.3312,11.8688,39.0054,16,4,18,10,16,8,18,12,0,6,6,4,632.508
47.1737,8.70572,36.9531,11.034,0,12,0,4,2,12,16,16,16,10,4,18,1233.04
42.1403,12.4525,8.74054,22.2248,14,6,8,10,16,4,0,8,4,12,8,16,2475
21.5572,31.2015,2.90447,35.4036,10,6,14,18,0,14,14,12,14,10,0,4,2951.02
3.5064,12.1093,0.249177,47.9257,2,2,4,10,16,2,0,4,6,14,10,18,2847.87
13.3006,43.6281,58.2925,42.4379,14,6,8,2,10,2,4,2,10,6,12,16,479.518
30.4926,29.2516,51.4148,8.44629,10,10,8,12,18,10,4,8,6,10,14,8,684.069
25.9597,45.2776,1.07106,1.31876,18,6,0,8,0,14,12,16,6,0,8,2,2258.47
31.5115,53.7107,15.2254,53.496,8,18,4,12,12,0,6,0,18,14,8,4,380.166
27.066,38.9701,9.69689,15.6567,2,10,0,4,8,12,14,16,12,18,16,0,2768.66
48.3323,41.6668,33.5712,51.1682,12,12,18,0,12,6,16,2,8,6,6,10,421.192
34.7998,59.9925,54.7507,35.0075,0,10,0,12,8,6,6,12,8,8,18,4,369.172
26.7236,42.956,40.8319,42.077,2,10,12,2,0,16,12,0,8,12,14,14,412.192
40.5893,43.6719,13.5159,1.65488,8,10,0,10,4,6,2,18,12,8,10,18,1405.04
13.7889,29.4678,26.0469,10.0697,10,14,8,8,10,0,10,4,8,2,14,16,2962.73
1.55985,56.3261,52.9603,4.12188,12,18,12,8,0,6,12,12,8,18,8,2,1013
6.50512,11.536,25.8354,55.2116,12,4,10,4,18,12,6,0,2,12,2,6,651.727
13.782,34.1028,45.3885,4.48153,12,14,14,0,10,8,10,10,0,6,8,0,530.289
24.078,38.5612,37.3846,2.71698,6,16,10,14,4,10,0,6,6,14,16,16,2230.85
20.5693,47.4357,32.3232,16.0269,0,18,0,16,18,14,12,8,18,12,8,6,1969.14
55.2708,16.4751,56.8788,42.2186,8,12,16,18,10,18,10,4,12,16,4,10,638.742
39.8668,21.3104,24.421,43.6396,2,6,10,18,8,16,8,14,2,2,12,6,568.245
34.2355,56.8523,16.4823,57.2243,2,0,12,2,8,8,10,4,14,8,18,10,427.129
33.3251,55.1519,58.8073,54.808,8,2,2,4,4,2,14,16,14,16,4,2,293.12
7.1485,24.8203,35.1327,15.1696,12,14,10,14,12,10,10,18,12,12,0,2,4835.09
14.6231,9.85458,25.8915,38.1495,4,0,12,0,12,4,16,6,16,10,6,14,1581.56
16.3341,27.3701,48.8339,11.9578,6,8,14,16,8,14,6,4,0,4,4,8,451.042
21.4683,38.5115,43.5537,6.29211,10,6,4,12,12,16,0,18,4,10,12,10,1044.76
12.7484,2.60357,18.1414,41.8762,10,18,2,16,8,10,16,8,4,14,0,2,3803.7
3.39903,7.44539,34.7412,35.0214,4,14,8,10,8,18,0,12,14,8,12,10,4277.55
6.40593,24.4893,51.8558,40.0596,0,2,10,12,4,14,12,18,8,0,12,18,531.751
38.5529,18.0807,42.1645,58.5546,6,18,12,12,6,14,18,12,14,2,4,16,654.907
34.7845,43.0912,33.7011,14.7459,2,18,10,18,2,18,2,2,2,6,6,12,392.182
24.9073,57.3087,7.09972,44.9994,10,10,6,14,6,18,4,16,10,18,16,12,1289.53
33.7168,37.9096,6.10699,40.1852,0,2,0,4,6,2,6,6,8,8,14,0,251.34
13.8227,57.5378,18.0153,22.3364,10,12,12,14,4,14,0,12,14,2,6,18,1299.54
53.3629,50.3349,38.8781,24.0578,14,2,4,18,8,0,6,10,12,16,8,10,402.948
45.2375,45.8734,54.8448,56.3305,0,12,10,18,8,6,10,2,14,12,18,6,440.198
24.4732,21.6014,54.4974,38.0884,2,14,0,12,8,0,0,2,0,2,2,12,229.399
42.9826,8.28408,30.4851,22.2437,2,18,0,2,16,12,4,4,2,4,16,6,430.342
44.4113,21.1391,25.2823,58.8429,16,10,16,14,2,6,10,8,6,0,14,16,528.413
25.428,48.3328,49.2839,14.0389,16,10,10,8,16,2,8,4,16,4,8,6,503.264
28.4697,50.81,42.8421,47.0874,10,16,12,16,14,6,4,0,8,16,10,12,500.547
4.08066,3.58767,57.9566,36.1445,18,8,10,14,18,12,8,18,14,12,10,14,6117.02
41.1275,30.6492,21.3741,15.2806,12,14,10,14,2,6,10,0,2,16,14,12,834.831
37.7888,15.7892,48.7698,13.7953,6,16,12,14,0,8,16,8,10,16,10,10,1577.1
39.2248,30.837,57.7918,26.0658,4,8,12,16,8,4,18,12,12,4,12,16,514.007
48.172,46.5183,33.2668,34.4803,8,0,2,8,10,16,16,16,12,18,10,18,583.08
58.7194,17.0874,28.3789,24.5496,10,16,6,16,18,2,18,8,6,4,12,6,646.32
31.3405,59.6678,57.3134,25.9139,14,0,8,12,0,18,8,2,0,10,12,16,346.146
36.9364,30.5586,58.9545,8.59544,18,2,10,2,2,4,0,14,4,0,14,2,330.934
6.37794,34.0948,30.9448,8.89547,14,12,6,0,18,8,6,16,16,0,4,4,2866.81
4.07269,49.73,11.9201,0.964794,14,0,12,12,2,2,0,2,14,4,6,14,2132.45
56.2469,40.8506,56.0621,56.3711,4,14,12,6,0,2,14,2,18,6,14,18,445.208
44.5928,12.0083,43.2567,56.1689,8,10,4,16,12,12,2,2,6,4,4,4,430.951
41.6278,37.7373,50.2281,43.952,16,8,10,14,0,0,0,4,6,6,18,18,375.781
13.7855,32.0868,2.55329,13.1926,12,14,18,8,10,12,12,14,8,4,14,4,7362.43
46.8704,10.1179,11.7066,12.5903,8,18,12,16,8,0,18,4,16,6,16,6,5208.2
33.4057,29.1752,27.4124,39.4935,14,2,14,12,4,8,14,6,16,4,8,14,432.315
33.445,30.0769,1.701,28.7289,14,16,8,4,10,6,16,6,0,6,10,16,2315.27
51.1213,55.3899,38.8847,15.0647,8,14,0,18,14,0,0,14,12,14,2,0,396.261
25.6815,49.6664,23.477,17.8495,16,18,2,8,6,10,14,8,10,12,6,6,613.274
21.5077,39.1648,42.8329,12.6146,18,6,2,4,2,4,12,14,6,2,4,16,469.763
17.7406,25.6352,50.9846,38.5993,10,0,18,14,10,18,10,18,0,10,8,0,512.97
25.7935,11.4638,12.8098,14.5672,6,2,4,8,14,14,0,14,14,4,16,4,4033.62
1.62778,58.1734,19.5137,6.28051,10,16,6,4,14,14,14,0,14,16,2,6,3666.78
48.6802,8.53046,31.4962,37.1127,4,16,18,0,12,2,0,16,8,18,8,18,616.394
16.5451,33.9987,36.4293,27.0729,16,12,14,14,4,4,4,12,2,6,6,0,433.733
29.2869,44.5745,4.25588,8.58249,10,18,8,0,10,4,16,14,8,18,12,0,3813.01
29.9605,25.7753,6.08189,38.3008,0,0,0,2,16,2,2,14,12,16,8,4,394.894
46.9186,41.3699,24.2434,59.213,14,18,18,6,16,14,18,14,4,4,12,18,783.827
43.7741,50.807,52.4498,4.20787,10,18,8,2,12,12,18,0,12,4,6,6,498.378
56.3742,20.5768,54.7254,29.2171,12,4,14,12,8,12,2,4,0,8,4,14,409.388
25.5706,45.1553,44.2876,41.719,4,14,16,2,6,8,16,14,2,16,12,14,515.116
0.79855,41.2239,29.29,36.7648,2,0,6,0,16,16,6,0,12,18,2,8,401.862
48.8551,7.91612,26.2937,18.866,8,12,6,16,12,16,4,8,16,18,10,18,4813.24
25.3709,48.8868,59.7902,14.4072,12,4,12,2,2,6,8,6,18,16,2,4,432.419
48.4065,27.9378,50.9551,22.6745,14,10,2,12,8,0,2,0,10,18,2,6,290.878
53.5865,27.913,53.923,43.2337,10,16,14,0,8,0,6,2,8,8,4,8,336.156
2.56308,57.667,29.9947,1.37834,8,6,8,2,8,14,12,16,6,18,12,4,3004.31
23.7436,58.7794,5.75178,10.0839,0,4,8,14,0,10,10,12,0,14,18,8,763.625
39.3395,39.3856,33.3636,41.3998,12,0,4,12,12,2,6,10,2,8,8,14,317.135
53.585,3.21862,35.3708,56.8726,14,6,12,2,6,8,2,4,12,14,4,18,470.983
10.1371,33.4385,40.0617,57.6438,18,2,16,2,6,16,0,4,4,2,10,14,553.997
55.5129,6.09757,1.92096,5.63509,18,10,8,12,4,6,8,6,14,2,12,10,4569.5
40.6309,23.0816,33.1835,15.7571,8,16,2,18,4,16,18,6,12,8,0,6,639.52
35.3264,31.0954,20.6162,56.4319,16,4,16,0,0,8,2,14,14,16,8,4,405.856
39.1348,18.0673,57.1994,30.6034,10,2,8,18,0,14,2,16,18,18,14,4,570.758
26.816,35.8839,40.2305,14.2323,10,2,0,0,4,16,4,2,18,18,12,0,495.211
27.7953,55.7569,27.0233,41.2851,14,2,4,0,6,0,16,6,8,14,18,16,388.386
9.56232,33.8522,34.4673,52.5354,12,6,12,18,2,8,2,0,16,10,8,0,400.563
39.4737,15.1606,43.8264,29.5149,0,6,16,14,6,6,14,18,16,4,12,12,609.426
26.6535,5.74073,4.49093,59.0189,12,6,0,12,4,2,6,8,18,8,10,10,586.769
0.864456,8.91885,19.1357,13.7548,2,18,0,8,14,12,4,8,18,10,4,14,7408.85
57.1086,3.4973,39.0715,34.5553,18,12,2,2,4,14,12,12,8,18,10,6,450.564
34.0603,52.1561,48.034,7.03557,10,14,6,4,2,4,0,18,0,14,2,10,420.191
1.73015,38.5608,31.9191,4.61801,14,10,0,16,0,16,2,0,16,16,8,6,3309.45
