x1,x2,x3,x4,omega1,omega2,omega3,h
2.89723,5.44026e-08,1.2092,11.9468,3.32,2.12,2.6,200.309
0.483016,9.48348,3.04909,1.2792e-05,2.4,3.6,2.2,177.388
3.10238,10.7956,0.837955,2.38522e-08,3.64,3.48,2.2,241.855
5.17777,3.27203e-08,0.414755,10.2644,1.56,3.56,1.4,151.513
0.588642,12.4707,3.9155e-08,4.46979,0.12,3.8,3.72,122.734
1.2628e-07,7.15869,3.66879e-08,11.6482,2.44,2.68,0.72,185.4
2.19678,4.94195,3.02601,1.83526,3.32,3,3.2,198.284
5.3637,2.1208,9.15882e-08,8.58623,1.4,0.84,0.76,79.2
5.95604,3.27122e-08,1.61198e-08,10.0733,2.52,1.64,0.68,142.88
1.74067e-08,1.49396e-08,2.66397,12.8961,0,3.64,2,94.3572
3.36812,6.67863,0.245066,5.94122,0.12,3.64,3.12,105.08
4.88915,6.99167,9.8829e-09,3.69447,0.44,3.56,0.16,103.68
2.62771e-08,7.4112,4.05888,0.529923,1.52,0.08,2.64,58.8595
0.545495,8.42898,4.04069e-08,9.25704,3.88,1.04,1.28,205.713
3.66053e-08,1.28378e-07,3.3213,11.1432,2.24,0,2.84,84.813
3.23734,2.46426e-08,3.50506,5.25759,0.4,0.56,3.12,33.9959
4.81209,5.56885e-08,1.42624e-07,11.9799,0.76,2.28,1.6,91.52
4.82368,8.96392,0.563483,2.66258e-08,3.12,1.32,3.12,165.539
2.35057,10.3333,1.51007,6.47847e-08,2.48,3.36,2.48,184.858
9.48687,3.41445,1.00488e-08,0.205028,2.84,0.28,0.92,124
1.07405,7.35379,0.35858,8.67429,2.8,0.8,0.04,137.748
0.705734,5.18209,1.16601,9.66865,2.8,1.92,0.88,163.113
3.01314,6.54454,0.120508,7.02144,1.84,1.92,2.68,132.655
4.43341,3.67332,7.58226e-09,8.32545,1,3.12,0.88,118.683
6.29652,3.80232,1.90116,1.53996e-08,1.56,0.56,0.04,61.8824
1.00267e-08,4.09395,4.3906,3.51544,1.72,1.16,3.52,91.1882
7.31806,6.95629e-08,6.30367e-08,7.80323,0.28,2.76,2.44,87.2
0.721274,3.46648,1.25091e-07,14.7536,1.08,3.52,2.48,156.147
6.61824,6.42802,7.45091e-07,1.47023,0.6,0.92,0.08,46.4
5.26756,2.61072,0.283214,7.41966,1.32,3.08,0.76,127.494
5.10626,1.03983,1.50418,6.26527,3.52,1.6,2.92,179.951
12,5.55535e-08,2.67935e-08,3.45159e-07,1.08,2.16,0.44,96.8
5.40107e-08,8.58096e-08,4.8,7.2,2.76,3.84,1.88,197.228
7.01573e-08,3.82071,4.41793,3.76136,1.8,0.72,0.24,72.192
1.60783e-08,12.777,7.9893e-09,5.09354,2.84,0.88,0.04,151.74
9.77342,3.18083,8.78318e-09,6.87076e-08,3.64,0.12,3.64,163.04
7.6202,3.52004e-08,1.28702e-08,7.29967,0.84,3.76,3.08,136.25
0.189796,0.414021,2.36452,12.8953,1.48,1.28,2.2,86.343
3.88899,6.0916,7.97114e-09,6.41148,2.32,1.08,1.52,125.316
1.17116e-08,12.7895,1.63848e-08,5.07895,3.92,1,1.16,208.62
0.1244,11.7792,8.23033e-09,6.05026,1.36,3.32,1.36,156.338
6.47014,6.34762,1.13768e-07,1.81088,0.72,1.24,1.04,62.72
6.41743e-08,6.47661,2.09213e-07,12.444,2,3.68,0.88,193.403
1.39039,8.48224,2.88731e-08,7.78675,2.36,1.04,0.48,129.488
0.565596,2.58528,4.31523,4.53389,3.16,2.2,3.84,168.826
0.0916616,9.18878,9.392e-09,9.12699,0.4,2.28,1.56,86.1217
7.194,3.204,1.602,3.24348e-07,0,3.84,2.6,94.8704
3.54061e-08,6.6666,5.23546e-09,12.2223,3,3.24,3.44,240.973
10.7141,0.857237,0.428619,3.03863e-07,2.56,0.44,0.76,112.571
3.35644e-08,9.92219,1.27711e-08,8.42411,3.44,1.32,2.48,201.6
9.7549e-08,12.6336,5.21515e-08,5.26078,1.16,3.84,3.52,171.72
2.17203e-08,2.314,4.5686,5.1174,1.36,1.56,1.92,79.9688
1.11358,10.3809,1.10596e-08,6.03301,3.68,3.68,2.6,271.092
2.08076e-08,6.43258,4.15674,1.41068,2.28,0.6,0.8,87.04
4.69959,2.60114e-08,1.10604e-08,12.1674,2.52,1.2,0.32,130.88
0.466977,11.9377,1.47573e-08,5.29437,0.96,2.92,1.16,124.925
7.94388e-08,13.4116,1.6324,4.80923e-08,0.52,1.84,0.92,61.7833
7.35538,6.63517,2.44689e-08,3.84866e-08,0.48,3.28,3.84,113.402
4.73887,9.96924,1.28612e-07,0.47111,0.68,3.72,1.84,124.591
2.10685e-08,8.54216,2.2857e-08,10.0341,1.16,2.48,0.24,120.24
6.33658e-08,5.40924,1.94913,8.49154,2.44,2.44,1.44,156.821
4.11838,1.53584,2.99906,3.34671,2.16,1.84,1.48,115.172
5.73069,5.14333,1.66811,4.66652e-08,3.12,2.96,0.48,184.415
2.7541,5.50261,2.52906,2.24595,1.24,2.68,2.2,107.031
5.26394,6.72789,1.04589e-08,3.37756,1.16,0.2,1.24,56.16
6.16136,1.38172,1.5835e-08,8.11906,3.2,3,2.2,210.873
7.55858,6.34488,4.78293e-08,3.56095e-08,2.04,2.08,2.96,143.36
8.24873,7.7414e-08,7.05253e-08,6.25212,3.56,1.24,1,176.16
6.7643,4.73633,5.74958e-08,3.20045,0.04,1,1.8,32.8
2.56073,7.9573,1.48626e-08,6.4486,3.24,2.28,2.12,204.096
6.23517,4.94348e-08,2.30593,3.4589,0.92,2.52,3.4,96.8675
4.2336,0.723717,4.48371e-09,12.0997,0.04,0.76,2.48,29.76
2.19327e-08,9.3324,3.41707,8.01642e-08,1.6,3.32,1.92,135.307
1.8294,4.77598,6.05626e-09,11.379,0.56,2,3.92,90.2318
1.17455e-08,1.37305e-07,3.55241,10.5269,1.24,1,2.32,68.6215
3.01907e-08,5.54476,4.24552,2.20972,0.92,0.88,1.92,52.48
4.22992,11.1001,8.93081e-09,2.84059e-08,3.76,2.96,3.24,243.49
3.89231,3.07649,2.93543,2.09577,3.2,3.12,1.28,184.903
1.81472e-08,6.93329,1.90258,6.83763,1.96,3.72,0.96,168.227
1.19118e-08,6.88771e-08,3.70428,10.1219,0,2.8,0.44,55.168
6.12394,4.73817e-08,1.07997e-08,9.79343,1.48,3.08,2.84,146.394
11.9455,2.46729e-08,1.01496e-07,0.0908811,1.24,0.52,1.44,67.84
0.334778,8.34707,1.09903e-07,9.70379,2.28,1.12,3.24,145.746
2.0483,4.95378,3.4853,1.51262,0.08,2.24,3.88,60.489
2.87345,9.82091,1.21232e-08,3.75319,1.8,0.56,0.48,87.36
6.20299,0.0465598,5.45426e-09,9.60737,0.52,0.24,1.44,32.32
10.7521,1.05951,1.68927e-08,0.843723,3.52,0.2,2.6,156
3.20576,8.06457,1.10887e-08,5.24841,2.72,0.2,3.72,130.197
6.45282,8.3135e-08,2.8295e-08,9.2453,3.6,0.92,3.96,184.961
2.14644,13.351,0.31739,2.51316e-08,0.88,3.48,2.44,132.849
7.81493e-08,14.8772,4.41145e-08,2.64321,2.32,0.56,0.92,123.66
2.57764e-08,8.24641,1.20177e-08,10.3792,2.08,2,1.6,154.8
1.02117e-07,12.1287,5.21041e-08,5.8498,0.52,2.88,3.56,117.18
9.27797,1.90629e-08,0.449193,3.33886,2,1.24,2.92,117.846
3.50744e-08,2.49177e-08,2.39096,13.6241,1.44,0.88,3.8,83.7128
1.48547e-08,10.4229,4.76095e-08,7.83997,0.68,0.84,0.08,53.64
0.355928,12.5947,1.76738,1.59291e-08,1.8,3.92,0.72,165.971
0.8502,3.5896,4.10096,3.45924,0.2,3.28,1.72,75.8837
9.55661e-09,8.62384e-09,4.37803,8.32526,1.84,0.44,2.8,77.9025
6.15058,4.63433,7.40819e-09,4.34232,0.92,0.64,2.24,61.12
7.7618,0.167409,1.67854,2.39225,1.68,3.32,3.68,148.172
1.04588,0.788122,2.43495,10.8442,0.12,1.56,2.16,42.0076
3.58309,4.56892,2.90987,0.938114,0.4,0.32,1.16,22.656
7.16683,8.04461e-08,6.01792e-08,8.05529,3.88,1.4,1.6,195.2
2.05664,1.78079e-08,3.74995,6.57241,1.6,0.8,0,66.56
3.99129,5.56265,1.18694e-08,6.85809,2.28,3.48,1.32,185.966
8.09942,5.57225,4.99733e-09,2.12736e-08,2.52,0.64,0,116.16
5.34199,2.46188e-08,1.0966e-08,11.0967,0.16,1.68,1.64,53.28
3.68944,3.34559e-08,1.93303,8.6962,3.32,1.36,0.76,153.016
9.3257,3.82043,5.28813e-09,4.37089e-08,1.36,3.56,3.8,155.04
5.45802,0.739149,0.783352,7.95202,2.16,1.88,3.12,138.372
3.27475,9.37428,1.1448e-08,3.60543,0.72,3.16,2.96,119.776
5.98907,2.06738e-08,9.26174e-08,10.0182,0.64,3.08,1,103.52
1.56199e-08,13.3811,1.72414e-07,4.38868,3.76,1.2,2.64,213.48
1.48414,9.14998,6.80889e-09,6.85145,2.8,1.36,3.6,171.499
3.63062e-08,8.12684,1.46119e-08,10.5187,2.52,3.48,0.92,211.5
3.71591,1.20619,5.29718e-08,12.3996,2.24,3.96,3.56,219.34
1.50913e-08,5.64199,0.309325,12.5928,1.88,0.68,1.88,107.399
9.01722e-09,2.24095e-07,4.8,7.2,1.4,2.2,0.92,89.984
2.35361,7.77629,1.22362e-08,7.00498,0.52,2.76,0.2,90.7192
6.18054,8.31351,2.68023e-08,4.26979e-08,3.96,1.56,0.84,199.29
8.45751,0.313217,1.26472e-08,5.53873,2.12,3.88,0.68,180.64
6.31259,1.41796e-08,8.45777e-09,9.47902,1.68,3.04,3.36,156.251
1.45081e-07,7.36509,2.39168e-08,11.4074,1.8,2.28,1.36,148.68
9.68322e-09,13.5418,0.464036,2.96377,0.52,1,3.76,61.2875
3.13239e-08,14.5192,1.14786,3.86507e-07,1.52,0.4,0.52,66.6178
5.54193,1.30289,3.40721e-07,9.24341,3.12,1.12,0.64,154.24
0.506035,1.69667,3.39278,8.12976,1.8,1.8,2.28,103.55
7.01856,7.11634,1.51309e-08,2.37269e-07,1.04,2,2.08,97.92
0.537574,6.62465,1.29725,7.91596,1.8,3.28,2.36,160.698
2.83245,6.1715,1.12637e-08,8.07916,3.28,3.36,1.68,231.718
2.0287,0.710111,1.57149e-08,15.7904,0.36,0.36,2.08,31.8068
2.75841,13.2023,1.38203e-08,3.20084e-08,1.12,0.84,1.32,70.5008
8.01844,2.89061e-08,1.59263,2.38894,0.84,0.6,2.24,47.2379
4.25836,0.960046,1.95942,6.55758,2.56,0.84,1.16,111.525
7.39432,1.10744,1.73153,1.76671,3.32,1.52,1.84,162.788
1.77906,0.828445,4.00553,5.38696,0.72,0.72,3.92,50.4916
2.17477,5.3627,0.491193,8.80905,2.92,0.48,1.24,132.681
1.13046e-07,4.52289,1.65695,10.3048,2.48,1.8,2.68,151.5
0.373134,10.6457,0.246724,6.30022,0.88,1.4,3.08,86.1869
2.51459,3.9116,0.672539,9.45204,1.56,3.56,1.84,156.538
1.52082e-08,11.1909,2.60399,3.01813e-08,1.04,3.2,1.88,115.941
1.26497,3.64946,1.20782e-08,13.634,0.48,3.52,3.92,132.531
0.0294576,13.3598,0.883439,2.00865,3.36,3.92,1.16,250.628
2.47381e-08,9.83334,2.35355e-08,8.52777,2.8,3.12,3.96,228.107
2.66343,4.53182,0.509001,8.91649,2.08,0.04,1.76,87.4818
5.05093,9.92724,3.24561e-08,1.37604e-08,2.44,1.68,0.56,140.16
4.30678,8.39359,2.39897e-08,3.02951,1.6,3.52,2.08,160.28
6.93043,2.4476e-08,1.06046e-08,8.44929,2,0.6,2.48,104.32
3.87333,0.799647,4.01874e-08,12.6115,2.48,3.76,2.72,220.902
6.70212,3.96579,0.843959,1.95249,3.92,2.08,3.92,216.835
1.17643e-07,8.48805,1.03574,7.33529,2.16,1.84,2.4,144.215
6.31505,8.12135,1.83917e-08,9.32574e-08,1.76,1.56,1.44,113.6
1.20715,7.979,1.3036e-08,8.67925,1.72,3.56,2,176.484
3.08907,12.7299,5.3441e-09,2.10313e-08,0.96,1.24,3.64,84.0955
5.51258,2.37101,1.97476,2.14165,1.04,2.04,1.76,84.7932
0.875933,8.15171,5.43171e-08,9.02979,1.28,0.76,0.12,74.2803
4.97978,4.1674,1.92233e-08,6.8384,2.76,0.4,0.76,123.04
6.44732,3.20694,8.73691e-09,5.51303,0.2,1.68,2.48,58.24
0.773459,4.82957,4.49786e-08,13.0764,1.68,2.56,1.28,146.613
10.497,1.00198,0.50099,4.15322e-08,3.44,1.08,0.64,162.072
1.11032,3.14406,2.97764e-08,14.4814,2.08,3.04,2.8,190.722
4.55579,1.83543,2.79414,2.81465,2.76,3.72,2.68,189.061
5.66232e-08,12.2902,1.10097,2.72545,3.92,3.84,1.04,270.447
2.55972,7.0369,1.80758e-08,7.52409,0.48,1,2.56,54.1801
3.28701,12.4471,3.76001e-08,3.48912e-08,0.08,3.64,1.48,98.519
10.9964,2.84275e-08,1.05717e-07,1.67263,3.48,3.84,2.56,241.6
0.0662663,13.8297,2.2918e-07,3.75493,0.56,3.92,0.04,130.889
2.51382,13.5517,1.02176e-07,7.79061e-07,1.6,0.96,2,96.1785
4.2115,8.88204,1.19523e-07,2.61845,1.24,1.2,3.4,92.8142
1.53122e-08,3.09667e-08,4.8,7.2,0.28,1.76,1.84,48.64
4.26159,9.02766e-08,2.84486e-08,12.8974,3.88,2.76,0.24,244.166
10.3022,0.266967,6.1339e-09,2.51813,3.24,2.8,1.32,202.08
4.1762,2.40476,2.88904,2.53,0.56,2.6,1.76,76.1806
2.8482,2.43237,3.41748,3.30195,2.4,0.76,3.32,104.573
6.17113,6.68222e-08,1.52004e-08,9.71479,0.08,1.6,1.16,46.24
2.69927,13.2868,6.37493e-08,4.05039e-08,0.76,2.12,3.6,98.0222
1.87238,3.18682,1.12057e-08,13.1614,0.84,3.04,2.84,127.024
7.82675,4.18996,0.60214,0.173373,3.56,0.44,1.28,153.263
3.30317,12.0887,8.14615e-08,0.391191,2.76,2.4,1.76,181.49
1.82673e-08,6.60071,4.0834,1.41009,2.68,3.48,1,173.273
4.86136,0.866245,2.76363,3.51744,2.52,1.68,0.28,120.911
7.41682,6.5474,1.1448e-08,1.60478e-07,3.24,0.4,0.88,142.72
6.17077,2.16023,2.11567,1.55334,3.12,1.16,1.36,141.155
1.52337e-08,9.89722,6.94716e-09,8.45325,1.48,3.72,0.6,169.74
8.51837e-08,7.3474,1.77583,6.69248,2.04,2.32,0.52,133.694
1.58714,7.02654,3.48417e-08,9.15713,0.28,2.64,3.72,95.2986
4.55068,1.2536,2.37433,4.62146,2.68,2.2,0.32,142.285
6.61884,6.51627,6.5809e-09,1.36629,2.72,0.36,0.24,118.4
3.4326,1.5093e-07,2.64894,7.21516,2.32,1.68,1.44,118.741
0.456038,5.66663,3.4905,3.32087,0.64,2.8,2.92,87.0863
5.83152,0.635567,2.40384,3.12908,2.04,1.72,1.8,112.014
8.3091,5.27272,1.05107e-08,1.24956e-08,0.12,3.32,0.88,88
7.91077,3.19233,1.64462e-08,3.091,3.88,0.32,1.68,169.6
1.59158,8.50207,4.24013e-08,7.42829,1.88,1.48,3.72,133.342
4.25804e-08,10.9333,2.03478,1.81836,3.8,3.6,3.28,256.508
5.04065,4.69521,1.36602,2.47845,1.36,3.96,0.76,141.571
7.8387,1.47799e-08,6.00312e-08,6.93549,2.32,3.84,1.2,189.76
6.28316,1.45392,1.36278,4.19773,2.2,1.12,0.48,105.898
2.00517,1.12191,3.88574,4.98717,2,2.08,0.52,106.948
5.75807,8.08786,2.00095e-07,0.967378,0.56,1.48,1.56,64.16
0.973555,5.55431,0.84968,9.63157,1.28,3.4,3.88,153.215
1.62289,7.40719,2.98847e-08,8.65347,0.76,1.64,1.44,78.5713
0.182536,12.1875,7.95796e-09,5.47708,3.24,2.92,3.72,240.467
6.503,7.49008,0.158714,3.74334e-08,2.16,3.24,0.76,165.93
5.94581,0.320637,0.436955,8.55103,0.24,2.96,1.08,82.0946
3.72271,10.6339,0.520961,3.38305e-08,2.28,2.48,1.96,156.921
2.7239e-08,3.62944,4.43706,3.9335,1.36,3.84,3.28,138.372
1.95299e-08,4.45532,2.87885,7.12519,3.6,2.2,3.04,199.161
4.83338,5.08716,1.1384e-08,6.00935,0.52,0.52,0.28,34.4
2.14854,3.12978,2.02963e-08,12.7677,0.6,2.36,0.52,85.4144
6.39645,1.15804,2.12562,2.31989,3.44,1.12,2.16,156.115
3.5697,1.13873e-07,5.06744e-08,14.0505,3.52,2.12,0.84,214.933
1.43602,8.27275,6.10156e-09,7.9551,3.68,0.28,0.28,167.24
9.27175,0.248064,0.265285,3.55026,3.4,3.44,1.12,220.918
4.89318,4.77467,1.44933e-08,6.27425,0.76,1.72,1.56,77.92
0.0569709,7.09993,2.94279,3.77436,3.32,0.88,2.48,145.779
3.65002,2.1066,3.12933,3.11405,1.84,2.52,1.28,118.291
0.977328,14.6835,8.08256e-09,1.24034,1.16,1.16,3.88,96.0934
1.16015e-08,4.30322e-08,2.02525,14.5993,0.28,3.48,2.88,115.556
4.83295,7.62179,5.35479e-09,3.053,1.72,3.56,0.24,156.661
3.97771,4.44959,6.97497e-09,8.1793,2.68,1.96,1.72,163.967
2.24568,3.2231,1.98606,7.20075,0.76,3.36,1.12,104.059
1.30813,10.508,2.08516,1.79243e-08,1.92,3.44,1.88,157.567
5.89144,3.90872,1.89662,0.563111,2.36,2.6,2.16,150.267
1.75844,2.0022,1.60062,10.4651,0.12,3.44,2.64,92.6146
0.27587,11.6691,2.22237,5.55716e-08,1.28,0.72,0.96,58.677
6.99043,7.15653,8.27925e-09,2.46552e-07,1.48,0.56,0.92,76.32
4.30613,5.1542,1.64863e-08,6.80988,0.84,2.92,0.76,106.827
6.83043e-08,3.83043,4.41696,3.75262,0.76,2.64,3.48,89.346
1.06502e-08,10.5343,0.680819,5.89451,2.24,3.76,3.36,208.589
1.8598e-07,10.111,0.447266,7.01112,0.92,3.6,3.72,149.526
1.92919e-08,11.3021,2.87296e-07,6.81423,3.84,3.44,1.24,271.26
5.54719,4.17903,4.02575e-09,5.87915,0.64,3.52,0.68,112.8
6.41768,3.72155,1.86077,1.98584e-08,3.64,2.84,2.16,207.695
6.54552,2.40394,1.47417e-08,6.2862,2.92,0.88,2.2,146.72
3.49057e-08,3.01624,4.49838,4.48539,2.44,2.12,0.6,121.965
2.19035,10.6001,2.90515e-08,3.98262,3.88,0.64,0.8,184.528
6.66975e-09,7.97268,2.83907e-08,10.6985,2.36,0.88,1.24,135.54
5.18433,4.23988,3.83825e-08,6.41293,1.92,2.2,2.84,141.848
1.56463,3.21681,3.85247,3.36609,2.76,1.92,3.32,143.728
10.8826,1.59624,1.95276e-08,1.60087e-07,0.52,0.04,3.64,36.32
1.56275e-08,11.8184,1.50044,2.21065,3.36,0.76,0.24,153.294
6.81746,3.89726e-08,3.49447e-08,8.63756,2.52,3.72,0.24,191.04
0.150278,2.55985,3.02021,8.70914,0.08,1.24,2.24,34.1626
3.38316,5.24974,0.53011,6.82308,1.08,3.88,3.88,152.679
12,6.47684e-08,6.88011e-09,9.36661e-08,1.4,0.52,2.44,78.24
2.65676,3.78948,1.19685,7.95941,3.52,3.8,2.6,246.801
6.32607,1.11385e-07,2.03492,4.03008,2.68,3.96,1.36,191.401
4.75665,1.02825,2.79451,3.42058,3.8,2.08,3.96,197.809
0.999729,14.0643,0.722036,2.45943e-08,0.12,2.52,2.84,76.9649
8.37451,4.17757,1.04425e-07,1.16866,3.44,0.16,0.44,143.2
10.1162,2.62461,0.029098,1.38156e-08,3.72,0.76,0,166.807
2.53037,7.30577,1.07643,4.38884,3.76,2.2,2.08,211.315
7.98923e-08,14.7677,5.97285e-08,2.77105,3.12,0.88,0.88,168.12
4.82657,3.52774,5.14225e-07,7.84003,1.04,0.28,0.72,51.2
4.36727,2.49082e-08,2.90894,4.96404,2.88,1.36,0.28,125.781
7.44426e-08,8,4,5.9889e-08,1.52,2.24,3.04,105.016
1.96865,1.85689,3.60622,4.56823,3.28,2.44,3.32,178.938
3.23556,7.22985,1.46585e-08,6.17257,2.44,1.76,3.6,158.933
3.5227,2.03328,0.00364623,11.747,1.44,1.68,2.48,108.888
0.894278,7.61054,4.91087e-09,9.63057,1.12,3.48,0.04,140.069
2.28656,4.3677,2.07706,3.26868,0.56,3.36,3.68,107.616
3.28121,6.23518,1.15252e-08,7.25694,1.84,2.24,1.32,135.696
2.82351,4.34628,1.86167e-08,10.2235,2.44,2.08,1.64,159.989
8.7129e-09,4.84655,4.31534,2.8381,1.88,0.28,0.04,65.664
1.29312e-08,6.31482,1.34742e-08,12.6327,3.32,0.16,3.44,169.805
3.54978,2.16618e-08,1.81237,9.25072,1.56,2.48,0.12,108.709
2.26675,0.182155,0.198276,15.4808,1.84,3.64,1.44,193.336
0.015757,6.62262,1.27438e-07,12.2473,1.16,0.28,0.64,62.5612
0.218216,4.94906,1.06284,11.0281,3.76,2.36,2.08,229.342
3.28331,1.39419e-08,3.48668,5.23002,0.04,1.16,1.88,29.568
1.55521,12.244,1.17123,1.00376e-06,2.36,3.92,2.24,199.851
6.78277,5.29819,4.71805e-08,2.51416,0.52,2.92,1.2,95.68
2.14903,7.3453e-07,4.60323e-08,16.4183,2.92,3.16,2.4,245.844
3.28014,12.4034,0.023408,5.2848e-08,2.32,2.28,3.44,166.702
3.55115,12.0698,4.75401e-08,3.90445e-08,0,1.16,1.8,35.04
0.718136,4.53106,1.3545e-08,13.5169,0.76,3.56,2.68,140.54
4.45545,10.6729,8.08334e-09,0.122499,3.16,1.08,2.8,164.812
3.14591e-08,7.75169,2.10168,5.35189,2.2,2.36,0.44,137.378
0.308327,2.0432,0.035106,10.0121,0.96,3.92,3.68,182.242
3.44532,11.1186,0.156475,0.868819,2.76,0.48,1.52,127.327
8.20808,4.91386e-08,0.0877773,6.0858,1.44,1.24,1.44,92.4178
4.14365,6.36486e-08,3.14254,4.71381,1.96,0.36,1.72,75.854
10.3361,7.57623e-07,0.665542,0.998313,1.24,1.16,2.52,82.1957
4.94764,1.23719e-08,2.44918,5.22278,0.04,2.36,2.48,56.4727
6.82904e-08,7.79148,2.11562e-08,10.9099,3.84,0.36,1.76,190.44
0.528628,12.7717,1.42863,0.408908,3.72,3.96,0.56,255.625
6.92474,1.69107e-07,9.3655e-08,8.45877,2.72,1.68,2.48,159.04
5.96304,5.08116,1.09873,1.20363,0.12,1.12,1.28,31.1421
0.649105,2.95856,4.2445,4.14783,3.84,3.2,1.48,211.505
3.73994e-05,6.07425,0.182295,12.4272,0.12,1,2.68,42.414
1.56363,4.03181,2.24716,6.69775,0.76,0.92,3.76,57.3849
4.61441,8.95954,0.410685,0.761348,0.56,1.48,3.32,68.082
2.02694e-08,6.16912,0.284571,12.0438,3.84,2.8,1.04,251.538
2.185e-08,11.0591,0.412022,5.99901,2.56,0.32,0.68,121.544
8.07757,1.37717,1.2703e-07,4.93068,3.64,1.4,2.96,191.04
0.724889,5.65937,1.2783,8.78045,1.56,0.68,1.28,74.964
1.54306,0.194031,6.59109e-08,17.2019,2.8,2.84,2.6,236.934
4.10628e-08,8.66432,1.19512e-07,9.89162,1.68,2,0.32,131.04
12,2.55483e-08,9.62418e-09,7.13274e-07,2.16,1.8,3.4,143.2
4.67188,5.78123,1.7615,0.771444,2.6,1.84,1.68,140.788
1.0815,7.9189,3.35954,2.31029e-07,2.96,3.6,0.68,188.619
8.71376,1.0455e-06,0.00426837,5.46568,1.36,0.12,2.92,68.9259
5.26719,4.75139,1.64746e-08,5.67806,1.52,3.84,0.04,153.418
3.06656,7.30545,1.56439e-08,6.36604,0.84,0.84,2.28,63.3267
7.54924,1.02397,1.6779,1.74888,3.52,1.44,2.36,171.377
8.98617,2.00922,1.00461,5.15433e-08,1.76,2.04,0.96,115.163
9.59759,4.68888e-08,0.960962,1.44144,2.48,3.96,3,198.552
1.45777e-08,14.8347,0.804077,0.548635,1.56,2.2,3.12,133.187
6.99605,1.3036,1.32972e-08,6.81905,3.88,1.76,0.24,198.4
0.543841,2.85451e-08,2.63609,12.064,2.16,2.24,2.72,146.535
4.80492e-08,4.30586,4.36941,3.32472,2.08,2.52,1.12,121.783
0.94918,7.94797,1.62948e-08,9.1454,1.96,0.48,1.6,103.614
0.118089,2.62886,4.42784,4.92861,0.52,2.72,1.28,73.0337
2.67388,9.44731,1.68855e-08,4.52167,0.6,1.12,1.48,57.0631
1.66958,13.9149,2.06761e-08,0.983375,1.28,2.28,2.6,123.291
1.88715e-07,12.9697,5.01374e-08,4.8687,1.28,2.12,3.68,131.4
7.89088,1.07455,2.10526e-08,5.59488,1.68,0.6,3.72,96.48
2.54177,0.529825,3.73031,5.19809,1.24,1.72,3.44,85.9117
6.43017,3.25868e-07,2.22793,3.3419,0.24,2.76,0.6,66.7779
9.41498,6.35945e-08,0.568764,2.79167,0.88,0.32,1,42.3299
2.50797,9.92587,0.218958,3.65599,0.32,1.52,2.68,59.1449
1.63069e-07,4.57454,4.34255,3.08291,2,1.64,0.12,95.872
4.62184e-07,8.51651,3.77403,6.83189e-08,2.92,3.28,2.56,186.859
4.84424,3.47837e-08,2.8623,4.29346,0.52,1.6,2.84,58.1262
6.83168,2.91477,3.29877e-09,5.2133,3.2,1.52,3.68,179.984
1.62424,10.6028,1.01305e-08,4.92299,2.52,1.4,1.76,150.999
7.3042e-08,7.63074,3.03088,3.01512,1.04,2.96,0.2,98.5711
3.91522,11.5497,1.22271e-08,2.42268e-08,0.96,1.36,0.36,72.48
9.71418,3.44871e-08,7.80537e-09,3.8097,0.52,0.24,0.36,28
2.01771,8.82692,2.37715,1.42973e-07,0.6,1.28,3.28,56.8808
2.64581,1.9025,1.58456,9.14523,2.88,0.28,3.08,122.675
5.70581e-08,11.0065,6.55381e-09,7.15905,1.36,2.04,0.48,118.44
2.79835e-08,8,4,2.24149e-08,1.28,3.96,2.76,139.084
2.89394,6.56384,7.62485e-09,7.51895,2,2.92,1,160.658
5.40811,2.87198e-08,0.403612,9.91019,0,2.32,1.76,60.7827
6.21765,8.2605,1.24802e-08,6.02701e-08,1.08,2.72,1.2,113.28
4.51713,5.42452,0.514689,4.77034,3.6,1.88,1.56,193.367
3.08356,1.21598e-08,3.39125,5.8174,0.64,3.56,1.8,99.914
1.6109e-08,9.22006,0.788198,7.1414,2,0.36,0.36,91.0934
5.01453,1.38311e-07,1.34126e-08,11.6425,3.6,2.6,1.28,224.109
3.94088e-08,6.70197,4.1298,1.16822,3.48,3,3.2,201.692
1.10912,3.32603,0.932369,11.7848,1.76,1.88,0.52,115.197
4.47374,3.38894e-08,1.18472e-08,12.5438,1.08,1.8,3.12,101.169
5.26385,5.30385,4.81162e-09,5.0391,0.52,0.6,1.56,41.44
1.31388,6.80822,8.074e-09,9.86729,0.44,1.84,2.4,75.4584
6.17255,5.8631,0.142486,2.49217,0.68,0.24,2.76,42.8601
3.8921,1.82083,1.03501e-08,11.3889,1.88,1.16,1.96,111.434
6.31735,1.62637,3.24512e-08,7.57365,2.16,1.96,1.16,138.08
6.57747,9.01413e-08,0.725339,7.10331,3.08,1.92,1.52,169.557
5.93747,3.27722,1.75561e-08,6.28079,2.2,2.16,1.76,146.971
5.0408,2.12489,1.68491e-08,9.11962,1.12,3.68,2.84,146.254
0.270076,3.08004e-08,3.55671,10.0653,3.72,0.2,1.72,135.445
6.33019,6.78474,0.575306,1.3295e-07,0.2,2.92,3.92,90.4258
3.64321,3.7012e-08,3.34272,5.01408,3.52,3,1.84,195.479
1.48482e-07,5.98288,1.2102,9.79277,2.92,1.84,3.16,180.294
3.7406,11.583,4.12461e-08,0.252136,3.08,3.16,0.56,209.058
